title,id,authors,concepts
Tapered Mach–Zehnder interferometer based on PbS quantum dots modified by polymers for copper ion sensing,https://openalex.org/W3162638065,Alan Kost,"Interferometry,Copper,Materials science,Refractive index,Quantum dot,Detection limit,Ion,Optics,Mach–Zehnder interferometer,Dispersion (optics),Polymer,Optoelectronics,Physics,Chemistry,Chromatography,Quantum mechanics,Metallurgy,Composite material"
Socioeconomic impacts of COVID-19 in low-income countries,https://openalex.org/W3142697638,"Anna Josephson,Jeffrey D. Michler","Pandemic,Socioeconomic status,Socioeconomics,Coronavirus disease 2019 (COVID-19),Phone,Geography,Population,Survey data collection,Household income,Economic growth,Environmental health,Economics,Medicine,Infectious disease (medical specialty),Linguistics,Philosophy,Statistics,Mathematics,Disease,Archaeology,Pathology"
Pathways to better nutrition in South Asia: Evidence on the effects of food and agricultural interventions,https://openalex.org/W3119503120,Anna Josephson,"Malnutrition,Agriculture,Food fortification,Biofortification,Food systems,Diversification (marketing strategy),Business,Psychological intervention,Urbanization,Public health,Fortified Food,Food safety,Food security,Environmental health,Agricultural economics,Economic growth,Natural resource economics,Medicine,Fortification,Economics,Micronutrient,Geography,Marketing,Population,Psychiatry,Nursing,Archaeology,Pathology"
"Past, present, and future: Status of women and minority faculty in agricultural and applied economics",https://openalex.org/W3200408611,Anna Josephson,"Harassment,Ethnic group,Demographics,Agriculture,Political science,White (mutation),Public relations,Economic growth,Demographic economics,Sociology,Geography,Economics,Demography,Law,Biochemistry,Chemistry,Archaeology,Gene"
"A Multi-Site Analysis of the Prevalence of Food Security in the United States, before and during the COVID-19 Pandemic",https://openalex.org/W3185551204,,"Food security,Pandemic,Food insecurity,Coronavirus disease 2019 (COVID-19),Environmental health,Geography,Indigenous,Socioeconomics,Medicine,Agriculture,Economics,Infectious disease (medical specialty),Biology,Disease,Ecology,Archaeology,Pathology"
Research ethics beyond the<scp>IRB</scp>: Selection bias and the direction of innovation in applied economics,https://openalex.org/W3120451380,"Jeffrey D. Michler,Anna Josephson","Incentive,Context (archaeology),Selection (genetic algorithm),Set (abstract data type),Public relations,Economics,Political science,Marketing,Positive economics,Public economics,Business,Microeconomics,Computer science,Paleontology,Artificial intelligence,Programming language,Biology"
"Unanticipated events, perceptions, and household labor allocation in Zimbabwe",https://openalex.org/W3123301093,Anna Josephson,"Affect (linguistics),Economics,Time allocation,Coping (psychology),Perception,Demographic economics,Context (archaeology),Labour economics,Geography,Psychology,Management,Communication,Archaeology,Neuroscience,Psychiatry"
Asteroid Diameters and Albedos from NEOWISE Reactivation Mission Years Six and Seven,https://openalex.org/W3008496049,"Amy Mainzer,T. Grav","Asteroid,Ecliptic,Astrobiology,Spacecraft,Astronomy,Planet,Physics,Astrophysics,Solar wind,Quantum mechanics,Magnetic field"
Outbursting Young Stellar Object PGIR 20dci in the Perseus Arm,https://openalex.org/W3155410983,Amy Mainzer,"Physics,Astrophysics,Young stellar object,Infrared,Astronomy,Nebula,Line (geometry),Spectroscopy,Star formation,Outflow,Stars,Meteorology,Geometry,Mathematics"
The Future of Planetary Defense in the Era of Advanced Surveys,https://openalex.org/W3153969455,"Amy Mainzer,Jason W. Barnes,Martin Brückner,E. J. Christensen,T. Grav,Walter M. Harris,Betul Kacar,Д. С. Лауретта,R. S. McMillan,M. C. Nolan,T. Swindle,Andy Wong","Astrobiology,Astronomy,Physics"
Near-Earth Object Characterization Priorities and Considerations for Planetary Defense,https://openalex.org/W3155926874,"Amy Mainzer,M. C. Nolan","Astrobiology,Earth (classical element),Characterization (materials science),Object (grammar),Astronomy,Computer science,Physics,Artificial intelligence,Optics"
NEO Surveys and Ground-Based Follow-up,https://openalex.org/W3156763397,"R. Seaman,M. J. Brucker,E. Christensen,T. Grav,Amy Mainzer","Geodesy,Geology"
The Next-Generation Ground-Based Planetary Radar,https://openalex.org/W3152578598,Amy Mainzer,"Remote sensing,Radar,Geology,Astrobiology,Computer science,Environmental science,Aerospace engineering,Engineering,Physics"
Future Spacecraft Missions for Planetary Defense Preparation,https://openalex.org/W3154704595,Amy Mainzer,"Spacecraft,Astrobiology,Aerospace engineering,Systems engineering,Engineering,Physics"
Blooming in H2RG arrays: laboratory measurements of a second brighter-fatter type effect in HgCdTe infrared detectors,https://openalex.org/W3169434813,"Amy Mainzer,Aileen Wong","Photocurrent,Detector,Physics,Infrared detector,Infrared,Exoplanet,Wavelength,Optics,Cutoff,Optoelectronics,Planet,Astrophysics,Quantum mechanics"
"Rayleigh Wave Propagation in the Bighorn Mountains Region, Wyoming",https://openalex.org/W3201396456,Audrey Dunham,"Rayleigh wave,Geology,Seismology,Surface wave,Waveform,Amplitude,Foothills,Rayleigh scattering,Geophysics,Radar,Physics,Geography,Optics,Telecommunications,Cartography,Computer science"
"Polo-like kinase 4 homodimerization is not required for catalytic activation, autodestruction, or centriole assembly",https://openalex.org/W3213734029,"John M. Ryniawec,Daniel W. Buster,Cody J. Boese,Anastasia Amoiroglou,Spencer M. Dean,Gerald S. Rogers","Cell biology,Centrosome,Centriole,Autophosphorylation,Mitosis,Polo-like kinase,Kinase,Cell cycle,Chemistry,Biology,Protein kinase A,Biochemistry,Cell"
Further Reading | Centrosome Duplication,https://openalex.org/W4206994652,"Cody J. Boese,Anastasia Amoiroglou,Gerald S. Rogers","Centrosome,Centriole,Centrosome cycle,Cell biology,Microtubule,Organelle,Mitosis,Cilium,Biology,Spindle apparatus,Basal body,Cell division,Cell,Genetics,Cell cycle,Flagellum,Gene"
Using physics-based machine learning to estimate unobserved quantities: A case study for landscape-scale soil and vegetation conductances to heat and water vapor,https://openalex.org/W4200078826,Andrew Bennett,"Vegetation (pathology),Scale (ratio),Space (punctuation),Hydrology (agriculture),World Wide Web,Computer science,Geography,Geology,Medicine,Geotechnical engineering,Cartography,Pathology,Operating system"
Learning from Observations: The Case for a New Generation of Land Surface Models,https://openalex.org/W4200363664,Andrew Bennett,"World Wide Web,Computer science"
Reinforcement Metalearning for Interception of Maneuvering Exoatmospheric Targets with Parasitic Attitude Loop,https://openalex.org/W3110169626,"Roberto Furfaro,Andrea Scorsoglio","Control theory (sociology),Gimbal,Attitude control,Interception,Computer science,Noise (video),Range (aeronautics),Simulation,Observability,Engineering,Aerospace engineering,Control (management),Artificial intelligence,Ecology,Mathematics,Applied mathematics,Image (mathematics),Biology"
Optimal Q-laws via reinforcement learning with guaranteed stability,https://openalex.org/W3181195948,"Andrea Scorsoglio,Roberto Furfaro","Control theory (sociology),Lyapunov function,Reinforcement learning,Robustness (evolution),Jacobian matrix and determinant,Computer science,Lyapunov stability,Control reconfiguration,Thrust,Optimal control,Inverted pendulum,Law,Mathematical optimization,Engineering,Mathematics,Control (management),Nonlinear system,Aerospace engineering,Artificial intelligence,Physics,Biochemistry,Chemistry,Quantum mechanics,Applied mathematics,Political science,Gene,Embedded system"
VisualEnv: visual Gym environments with Blender.,https://openalex.org/W3214092159,"Andrea Scorsoglio,Roberto Furfaro","Python (programming language),Rendering (computer graphics),Computer science,Computer graphics (images),Reinforcement learning,Software,Human–computer interaction,Artificial intelligence,Programming language"
"Low-cost, chromatic confocal endomicroscope for cellular imaging in vivo",https://openalex.org/W3195181155,"Nachiket Kulkarni,Andrew Masciola,Abhinav Nishant,Kyung‐Jo Kim,Heejoo Choi,Arthur F. Gmitro,Dongkyun Kang","Confocal,Optics,Confocal microscopy,Lens (geology),Materials science,Chromatic scale,Chromatic aberration,Wavelength,Resolution (logic),Spectrometer,Preclinical imaging,Biomedical engineering,In vivo,Physics,Computer science,Medicine,Artificial intelligence,Biology,Biotechnology"
Low-cost chromatic confocal endomicroscope for the diagnosis of cervical precancer,https://openalex.org/W3199978910,"Nachiket Kulkarni,Andrew Masciola,Abhinav Nishant,Kyung‐Jo Kim,Arthur F. Gmitro,Dongkyun Kang","Confocal,Chromatic scale,Confocal microscopy,Computer science,Optics,Physics"
"Comparison and impact of COVID-19 for patients with cancer: a survival analysis of fatality rate controlling for age, sex and cancer type",https://openalex.org/W3162893493,"Haiquan Li,Edwin Baldwin,Xiang Zhang,Wenting Luo,Lingling An","Medicine,Case fatality rate,Cancer,Internal medicine,Kidney cancer,Coronavirus disease 2019 (COVID-19),Oncology,Prostate cancer,Epidemiology,Disease,Infectious disease (medical specialty)"
Phonological Measures for Bilingual Spanish-English–Speaking Preschoolers: The Language Combination Effect,https://openalex.org/W3200260422,"Leah Fabiano‐Smith,Chelsea Privette,Lingling An","Psychology,Typically developing,Phonology,Phonetics,Linguistics,Phonological development,Phonological Disorder,Audiology,Neuroscience of multilingualism,Developmental psychology,Medicine,Philosophy,Autism,Neuroscience"
N-Acetylcysteine for Cardiac Protection During Coronary Artery Reperfusion: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,https://openalex.org/W3215404804,"Sher Ali Khan,Ashley Campbell,Yingying Lu,Lingling An,Joseph S. Alpert,Qin M. Chen","Medicine,Cardiology,Ejection fraction,Randomized controlled trial,Internal medicine,Percutaneous coronary intervention,Reperfusion injury,Thrombolysis,Artery,Atrial fibrillation,Anesthesia,Heart failure,Ischemia,Myocardial infarction"
Loss of Endothelial Hypoxia Inducible Factor‐Prolyl Hydroxylase 2 Induces Cardiac Hypertrophy and Fibrosis,https://openalex.org/W4226314381,"Zhi Dai,Bin Liu,Dan Yi,Feng Ai,Ting Wang,Lingling An","Medicine,Heart failure,Cardiac fibrosis,Fibrosis,Muscle hypertrophy,Internal medicine,Cardiomyopathy,HIF1A,Hypoxia-inducible factors,Hypoxia (environmental),Endocrinology,Angiogenesis,Biology,Chemistry,Biochemistry,Organic chemistry,Oxygen,Gene"
Spatio-temporal feature based deep neural network for cell lineage analysis in microscopy images,https://openalex.org/W3198363008,"Siteng Chen,Andrew L. Paek,Kathleen A. Lasick,Suvithanandhini Loganathan,Janet Roveda,Ao Li","Computer science,Convolutional neural network,Artificial intelligence,Pattern recognition (psychology),Feature (linguistics),Task (project management),Deep learning,Tracing,Mitosis,Visualization,Biology,Philosophy,Linguistics,Management,Economics,Cell biology,Operating system"
Why Employment During and After COVID-19 Is a Critical Women's Health Issue,https://openalex.org/W3112676750,Julie Armin,"Coronavirus disease 2019 (COVID-19),2019-20 coronavirus outbreak,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Betacoronavirus,MEDLINE,Medicine,Political science,Virology,Law,Disease,Pathology,Outbreak,Infectious disease (medical specialty)"
Are Researchers Addressing Cancer Treatment and Survivorship Among People With Intellectual and Developmental Disabilities in the U.S.? A Scoping Review,https://openalex.org/W3144938824,"Tamsen Bassford,Heather J. Williamson,Julie Armin","Psychosocial,Survivorship curve,Population,Gerontology,Health care,Intellectual disability,Palliative care,Psychology,Medicine,Nursing,Family medicine,Psychiatry,Environmental health,Political science,Law"
Blueprint for a Scalable Photonic Fault-Tolerant Quantum Computer,https://openalex.org/W3126262297,"Ashlesha Patil,Saikat Guha","Quantum computer,Qubit,Computer science,Scalability,Photonics,Cluster state,Modular design,Quantum,Distributed computing,Physics,Quantum mechanics,Database,Operating system"
Subexponential rate versus distance with time-multiplexed quantum repeaters,https://openalex.org/W3215787721,"Prajit Dhara,Ashlesha Patil,Saikat Guha","Multiplexing,Physics,Repeater (horology),Quantum decoherence,Scaling,Quantum information science,Qubit,Topology (electrical circuits),Quantum,Quantum mechanics,Quantum entanglement,Computer science,Telecommunications,Mathematics,Encoding (memory),Geometry,Combinatorics,Artificial intelligence"
Distance-Independent Entanglement Generation in a Quantum Network using Space-Time Multiplexed Greenberger–Horne–Zeilinger (GHZ) Measurements,https://openalex.org/W3215826701,"Ashlesha Patil,Joshua I. Jacobson,Emily van Milligen,Saikat Guha","Quantum entanglement,Repeater (horology),Multiplexing,Topology (electrical circuits),Physics,Computer science,Quantum mechanics,Quantum,Mathematics,Telecommunications,Combinatorics,Artificial intelligence,Encoding (memory)"
